question,month,file,gpt-3.5-turbo response rows,gpt-3.5-turbo prompt rows,gpt-3.5-turbo empty headlines,gpt-3.5-turbo duplicate headlines,gpt-4o-mini response rows,gpt-4o-mini prompt rows,gpt-4o-mini empty headlines,gpt-4o-mini duplicate headlines,gpt-4o response rows,gpt-4o prompt rows,gpt-4o empty headlines,gpt-4o duplicate headlines,gpt-3.5-turbo deduplicated,gpt-3.5-turbo clean,gpt-4o-mini deduplicated,gpt-4o-mini clean,gpt-4o deduplicated,gpt-4o clean,deduplicated equal for all models?
4,aug,base_blanks,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,0,0,4671,4671,4671,4671,4685,4685,False
4,aug,base_json,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,15,0,4671,4671,4671,4671,4685,4670,False
4,aug,persona1,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,175,0,4671,4671,4671,4671,4685,4510,False
4,aug,persona2,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,383,0,4671,4671,4671,4671,4685,4302,False
4,aug,persona3,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,447,0,4671,4671,4671,4671,4685,4238,False
4,aug,persona4,4698,4698.0,0,27,4698,4698.0,2,27,4685,4685.0,84,0,4671,4671,4671,4669,4685,4601,False
4,aug,cot1,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,0,0,4671,4671,4671,4671,4685,4685,False
4,aug,cot2,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,0,0,4671,4671,4671,4671,4685,4685,False
4,aug,cot3,4698,4698.0,1,27,4698,4698.0,0,27,4685,4685.0,0,0,4671,4670,4671,4671,4685,4685,False
4,sep,base_blanks,4130,4130.0,0,20,4130,4130.0,0,20,4125,4125.0,0,0,4110,4110,4110,4110,4125,4125,False
4,sep,base_json,4130,4130.0,0,20,4130,4130.0,0,20,4125,4125.0,6,0,4110,4110,4110,4110,4125,4119,False
4,sep,persona1,4130,4130.0,0,20,4130,4130.0,0,20,4125,4125.0,63,0,4110,4110,4110,4110,4125,4062,False
4,sep,persona2,4130,4130.0,0,20,4130,4130.0,0,20,4125,4125.0,182,0,4110,4110,4110,4110,4125,3943,False
4,sep,persona3,4130,4130.0,0,20,4130,4130.0,0,20,4125,4125.0,146,0,4110,4110,4110,4110,4125,3979,False
4,sep,persona4,4130,4130.0,0,20,4130,4130.0,0,20,4125,4125.0,31,0,4110,4110,4110,4110,4125,4094,False
4,sep,cot1,4130,4130.0,1,20,4130,4130.0,0,20,4125,4125.0,0,0,4110,4109,4110,4110,4125,4125,False
4,sep,cot2,4130,4130.0,0,20,4130,4130.0,0,20,4125,4125.0,0,0,4110,4110,4110,4110,4125,4125,False
4,sep,cot3,4130,4130.0,0,20,4130,4130.0,0,20,4125,4125.0,0,0,4110,4110,4110,4110,4125,4125,False
4,octfirst,base_blanks,3239,3239.0,0,13,3239,3239.0,0,13,3221,3221.0,0,0,3226,3226,3226,3226,3221,3221,False
4,octfirst,base_json,3239,3239.0,0,13,3239,3239.0,0,13,3221,3221.0,2,0,3226,3226,3226,3226,3221,3219,False
4,octfirst,persona1,3239,3239.0,0,13,3239,3239.0,0,13,3221,3221.0,75,0,3226,3226,3226,3226,3221,3146,False
4,octfirst,persona2,3239,3239.0,0,13,3239,3239.0,0,13,3221,3221.0,205,0,3226,3226,3226,3226,3221,3016,False
4,octfirst,persona3,3239,3239.0,0,13,3239,3239.0,0,13,3221,3221.0,206,0,3226,3226,3226,3226,3221,3015,False
4,octfirst,persona4,3239,3239.0,0,13,3239,3239.0,0,13,3221,3221.0,42,0,3226,3226,3226,3226,3221,3179,False
4,octfirst,cot1,3239,3239.0,0,13,3239,3239.0,0,13,3221,3221.0,0,0,3226,3226,3226,3226,3221,3221,False
4,octfirst,cot2,3239,3239.0,0,13,3239,3239.0,0,13,3221,3221.0,0,0,3226,3226,3226,3226,3221,3221,False
4,octfirst,cot3,3239,3239.0,0,13,3239,3239.0,0,13,3221,3221.0,0,0,3226,3226,3226,3226,3221,3221,False
4,octsecond,base_blanks,3239,3239.0,0,28,3239,3239.0,0,28,3221,3221.0,0,0,3211,3211,3211,3211,3221,3221,False
4,octsecond,base_json,3239,3239.0,0,28,3239,3239.0,0,28,3221,3221.0,3,0,3211,3211,3211,3211,3221,3218,False
4,octsecond,persona1,3239,3239.0,0,28,3239,3239.0,0,28,3221,3221.0,83,0,3211,3211,3211,3211,3221,3138,False
4,octsecond,persona2,3239,3239.0,0,28,3239,3239.0,0,28,3221,3221.0,202,0,3211,3211,3211,3211,3221,3019,False
4,octsecond,persona3,3239,3239.0,0,28,3239,3239.0,0,28,3221,3221.0,186,0,3211,3211,3211,3211,3221,3035,False
4,octsecond,persona4,3239,3239.0,0,28,3239,3239.0,0,28,3221,3221.0,35,0,3211,3211,3211,3211,3221,3186,False
4,octsecond,cot1,3239,3239.0,0,28,3239,3239.0,0,28,3221,3221.0,0,0,3211,3211,3211,3211,3221,3221,False
4,octsecond,cot2,3239,3239.0,0,28,3239,3239.0,0,28,3221,3221.0,0,0,3211,3211,3211,3211,3221,3221,False
4,octsecond,cot3,3239,3239.0,0,28,3239,3239.0,0,28,3221,3221.0,0,0,3211,3211,3211,3211,3221,3221,False
4,nov,base_blanks,5264,5264.0,0,0,5254,5254.0,0,11,5264,5264.0,0,0,5264,5264,5243,5243,5264,5264,False
4,nov,base_json,5264,5264.0,0,0,5254,5254.0,0,11,5264,5264.0,7,0,5264,5264,5243,5243,5264,5257,False
4,nov,persona1,5264,5264.0,0,0,5254,5254.0,0,11,5264,5264.0,149,0,5264,5264,5243,5243,5264,5115,False
4,nov,persona2,5264,5264.0,0,0,5254,5254.0,0,11,5264,5264.0,351,0,5264,5264,5243,5243,5264,4913,False
4,nov,persona3,5264,5264.0,1,0,5254,5254.0,0,11,5264,5264.0,382,0,5264,5263,5243,5243,5264,4882,False
4,nov,persona4,5264,5264.0,0,0,5254,5254.0,0,11,5264,5264.0,53,0,5264,5264,5243,5243,5264,5211,False
4,nov,cot1,5264,5264.0,0,0,5254,5254.0,0,11,5264,5264.0,0,0,5264,5264,5243,5243,5264,5264,False
4,nov,cot2,5264,5264.0,0,0,5254,5254.0,0,11,5264,5264.0,0,0,5264,5264,5243,5243,5264,5264,False
4,nov,cot3,5264,5264.0,1,0,5254,5254.0,0,11,5264,5264.0,1,0,5264,5263,5243,5243,5264,5263,False
4,dec,base_blanks,3834,3834.0,0,0,3856,3856.0,0,30,3834,3834.0,0,0,3834,3834,3826,3826,3834,3834,False
4,dec,base_json,3834,3834.0,0,0,3856,3856.0,0,30,3834,3834.0,6,0,3834,3834,3826,3826,3834,3828,False
4,dec,persona1,3834,3834.0,0,0,3856,3856.0,0,30,3834,3834.0,64,0,3834,3834,3826,3826,3834,3770,False
4,dec,persona2,3834,3834.0,0,0,3856,3856.0,0,30,3834,3834.0,157,0,3834,3834,3826,3826,3834,3677,False
4,dec,persona3,3834,3834.0,0,0,3856,3856.0,0,30,3834,3834.0,163,0,3834,3834,3826,3826,3834,3671,False
4,dec,persona4,3834,3834.0,0,0,3856,3856.0,0,30,3834,3834.0,24,0,3834,3834,3826,3826,3834,3810,False
4,dec,cot1,3834,3834.0,0,0,3856,3856.0,0,30,3834,3834.0,0,0,3834,3834,3826,3826,3834,3834,False
4,dec,cot2,3834,3834.0,0,0,3856,3856.0,0,30,3834,3834.0,0,0,3834,3834,3826,3826,3834,3834,False
4,dec,cot3,3834,3834.0,0,0,3856,3856.0,0,30,3834,3834.0,0,0,3834,3834,3826,3826,3834,3834,False
5,jan,base_blanks,4294,4294.0,0,44,4294,4294.0,0,44,4252,4252.0,0,0,4250,4250,4250,4250,4252,4252,False
5,jan,base_json,4294,4294.0,0,44,4294,4294.0,0,44,4252,4252.0,7,0,4250,4250,4250,4250,4252,4245,False
5,jan,persona1,4294,4294.0,0,44,4294,4294.0,0,44,4252,4252.0,89,0,4250,4250,4250,4250,4252,4163,False
5,jan,persona2,4294,4294.0,0,44,4294,4294.0,0,44,4252,4252.0,278,0,4250,4250,4250,4250,4252,3974,False
5,jan,persona3,4294,4294.0,0,44,4294,4294.0,0,44,4252,4252.0,325,0,4250,4250,4250,4250,4252,3927,False
5,jan,persona4,4294,4294.0,0,44,4294,4294.0,0,44,4252,4252.0,63,0,4250,4250,4250,4250,4252,4189,False
5,jan,cot1,4294,4294.0,0,44,4294,4294.0,0,44,4252,4252.0,0,0,4250,4250,4250,4250,4252,4252,False
5,jan,cot2,4294,4294.0,0,44,4294,4294.0,0,44,4252,4252.0,0,0,4250,4250,4250,4250,4252,4252,False
5,jan,cot3,4294,4294.0,2,44,4294,4294.0,0,44,4252,4252.0,1,0,4250,4248,4250,4250,4252,4251,False
5,feb,base_blanks,4590,4590.0,0,35,4590,4590.0,0,35,4563,4563.0,0,0,4555,4555,4555,4555,4563,4563,False
5,feb,base_json,4590,4590.0,0,35,4590,4590.0,0,35,4563,4563.0,7,0,4555,4555,4555,4555,4563,4556,False
5,feb,persona1,4590,4590.0,0,35,4590,4590.0,0,35,4563,4563.0,192,0,4555,4555,4555,4555,4563,4371,False
5,feb,persona2,4590,4590.0,0,35,4590,4590.0,0,35,4563,4563.0,453,0,4555,4555,4555,4555,4563,4110,False
5,feb,persona3,4590,4590.0,0,35,4590,4590.0,0,35,4563,4563.0,549,0,4555,4555,4555,4555,4563,4014,False
5,feb,persona4,4590,4590.0,0,35,4590,4590.0,0,35,4563,4563.0,107,0,4555,4555,4555,4555,4563,4456,False
5,feb,cot1,4590,4590.0,0,35,4590,4590.0,0,35,4563,4563.0,0,0,4555,4555,4555,4555,4563,4563,False
5,feb,cot2,4590,4590.0,0,35,4590,4590.0,0,35,4563,4563.0,0,0,4555,4555,4555,4555,4563,4563,False
5,feb,cot3,4590,4590.0,0,35,4590,4590.0,0,35,4563,4563.0,0,0,4555,4555,4555,4555,4563,4563,False
5,mar,base_blanks,3515,3515.0,0,24,3515,3515.0,0,24,3519,3519.0,0,0,3491,3491,3491,3491,3519,3519,False
5,mar,base_json,3515,3515.0,0,24,3515,3515.0,0,24,3519,3519.0,4,0,3491,3491,3491,3491,3519,3515,False
5,mar,persona1,3515,3515.0,0,24,3515,3515.0,0,24,3519,3519.0,73,0,3491,3491,3491,3491,3519,3446,False
5,mar,persona2,3515,3515.0,0,24,3515,3515.0,0,24,3519,3519.0,222,0,3491,3491,3491,3491,3519,3297,False
5,mar,persona3,3515,3515.0,0,24,3515,3515.0,0,24,3519,3519.0,272,0,3491,3491,3491,3491,3519,3247,False
5,mar,persona4,3515,3515.0,0,24,3515,3515.0,0,24,3519,3519.0,47,0,3491,3491,3491,3491,3519,3472,False
5,mar,cot1,3515,3515.0,0,24,3515,3515.0,0,24,3519,3519.0,0,0,3491,3491,3491,3491,3519,3519,False
5,mar,cot2,3515,3515.0,0,24,3515,3515.0,0,24,3519,3519.0,0,0,3491,3491,3491,3491,3519,3519,False
5,mar,cot3,3515,3515.0,0,24,3515,3515.0,0,24,3519,3519.0,0,0,3491,3491,3491,3491,3519,3519,False
5,apr,base_blanks,4362,4362.0,1,25,4362,4362.0,0,25,4377,4377.0,0,0,4337,4336,4337,4337,4377,4377,False
5,apr,base_json,4362,4362.0,0,25,4362,4362.0,0,25,4377,4377.0,3,0,4337,4337,4337,4337,4377,4374,False
5,apr,persona1,4362,4362.0,0,25,4362,4362.0,0,25,4377,4377.0,130,0,4337,4337,4337,4337,4377,4247,False
5,apr,persona2,4362,4362.0,1,25,4362,4362.0,0,25,4377,4377.0,311,0,4337,4336,4337,4337,4377,4066,False
5,apr,persona3,4362,4362.0,2,25,4362,4362.0,0,25,4377,4377.0,359,0,4337,4335,4337,4337,4377,4018,False
5,apr,persona4,4362,4362.0,0,25,4362,4362.0,0,25,4377,4377.0,52,0,4337,4337,4337,4337,4377,4325,False
5,apr,cot1,4362,4362.0,0,25,4362,4362.0,0,25,4377,4377.0,0,0,4337,4337,4337,4337,4377,4377,False
5,apr,cot2,4362,4362.0,0,25,4362,4362.0,0,25,4377,4377.0,0,0,4337,4337,4337,4337,4377,4377,False
5,apr,cot3,4362,4362.0,2,25,4362,4362.0,0,25,4377,4377.0,0,0,4337,4335,4337,4337,4377,4377,False
5,may,base_blanks,5066,5066.0,0,22,5066,5066.0,0,22,5060,5060.0,0,0,5044,5044,5044,5044,5060,5060,False
5,may,base_json,5066,5066.0,0,22,5066,5066.0,0,22,5060,5060.0,11,0,5044,5044,5044,5044,5060,5049,False
5,may,persona1,5066,5066.0,0,22,5066,5066.0,0,22,5060,5060.0,167,0,5044,5044,5044,5044,5060,4893,False
5,may,persona2,5066,5066.0,0,22,5066,5066.0,0,22,5060,5060.0,446,0,5044,5044,5044,5044,5060,4614,False
5,may,persona3,5066,5066.0,0,22,5066,5066.0,0,22,5060,5060.0,533,0,5044,5044,5044,5044,5060,4527,False
5,may,persona4,5066,5066.0,0,22,5066,5066.0,0,22,5060,5060.0,121,0,5044,5044,5044,5044,5060,4939,False
5,may,cot1,5066,5066.0,0,22,5066,5066.0,0,22,5060,5060.0,0,0,5044,5044,5044,5044,5060,5060,False
5,may,cot2,5066,5066.0,0,22,5066,5066.0,0,22,5060,5060.0,0,0,5044,5044,5044,5044,5060,5060,False
5,may,cot3,5066,5066.0,3,22,5066,5066.0,0,22,5060,5060.0,0,0,5044,5041,5044,5044,5060,5060,False
5,jun,base_blanks,3222,3222.0,0,40,3222,3222.0,0,40,3198,3198.0,0,0,3182,3182,3182,3182,3198,3198,False
5,jun,base_json,3222,3222.0,0,40,3222,3222.0,0,40,3198,3198.0,3,0,3182,3182,3182,3182,3198,3195,False
5,jun,persona1,3222,3222.0,1,40,3222,3222.0,0,40,3198,3198.0,42,0,3182,3181,3182,3182,3198,3156,False
5,jun,persona2,3222,3222.0,0,40,3222,3222.0,0,40,3198,3198.0,126,0,3182,3182,3182,3182,3198,3072,False
5,jun,persona3,3222,3222.0,0,40,3222,3222.0,0,40,3198,3198.0,138,0,3182,3182,3182,3182,3198,3060,False
5,jun,persona4,3222,3222.0,0,40,3222,3222.0,0,40,3198,3198.0,29,0,3182,3182,3182,3182,3198,3169,False
5,jun,cot1,3222,3222.0,0,40,3222,3222.0,0,40,3198,3198.0,0,0,3182,3182,3182,3182,3198,3198,False
5,jun,cot2,3222,3222.0,0,40,3222,3222.0,0,40,3198,3198.0,0,0,3182,3182,3182,3182,3198,3198,False
5,jun,cot3,3222,3222.0,1,40,3222,3222.0,0,40,3198,3198.0,0,0,3182,3181,3182,3182,3198,3198,False
5,jul,base_blanks,5216,5216.0,0,28,5216,5216.0,0,28,5216,5216.0,0,0,5188,5188,5188,5188,5216,5216,False
5,jul,base_json,5216,5216.0,0,28,5216,5216.0,0,28,5216,5216.0,24,0,5188,5188,5188,5188,5216,5192,False
5,jul,persona1,5216,5216.0,0,28,5216,5216.0,0,28,5216,5216.0,137,0,5188,5188,5188,5188,5216,5079,False
5,jul,persona2,5216,5216.0,0,28,5216,5216.0,0,28,5216,5216.0,465,0,5188,5188,5188,5188,5216,4751,False
5,jul,persona3,5216,5216.0,0,28,5216,5216.0,0,28,5216,5216.0,474,0,5188,5188,5188,5188,5216,4742,False
5,jul,persona4,5216,5216.0,0,28,5216,5216.0,5,28,5216,5216.0,107,0,5188,5188,5188,5183,5216,5109,False
5,jul,cot1,5216,5216.0,0,28,5216,5216.0,0,28,5216,5216.0,0,0,5188,5188,5188,5188,5216,5216,False
5,jul,cot2,5216,5216.0,0,28,5216,5216.0,0,28,5216,5216.0,0,0,5188,5188,5188,5188,5216,5216,False
5,jul,cot3,5216,5216.0,0,28,5216,5216.0,0,28,5216,5216.0,0,0,5188,5188,5188,5188,5216,5216,False
5,aug,base_blanks,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,0,0,4671,4671,4671,4671,4685,4685,False
5,aug,base_json,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,16,0,4671,4671,4671,4671,4685,4669,False
5,aug,persona1,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,130,0,4671,4671,4671,4671,4685,4555,False
5,aug,persona2,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,426,0,4671,4671,4671,4671,4685,4259,False
5,aug,persona3,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,446,0,4671,4671,4671,4671,4685,4239,False
5,aug,persona4,4698,4698.0,0,27,4698,4698.0,2,27,4685,4685.0,99,0,4671,4671,4671,4669,4685,4586,False
5,aug,cot1,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,0,0,4671,4671,4671,4671,4685,4685,False
5,aug,cot2,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,0,0,4671,4671,4671,4671,4685,4685,False
5,aug,cot3,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,0,0,4671,4671,4671,4671,4685,4685,False
5,sep,base_blanks,4130,4130.0,0,20,4130,4130.0,0,20,4125,4125.0,0,0,4110,4110,4110,4110,4125,4125,False
5,sep,base_json,4130,4130.0,0,20,4130,4130.0,0,20,4125,4125.0,5,0,4110,4110,4110,4110,4125,4120,False
5,sep,persona1,4130,4130.0,0,20,4130,4130.0,0,20,4125,4125.0,42,0,4110,4110,4110,4110,4125,4083,False
5,sep,persona2,4130,4130.0,0,20,4130,4130.0,0,20,4125,4125.0,213,0,4110,4110,4110,4110,4125,3912,False
5,sep,persona3,4130,4130.0,0,20,4130,4130.0,0,20,4125,4125.0,190,0,4110,4110,4110,4110,4125,3935,False
5,sep,persona4,4130,4130.0,0,20,4130,4130.0,0,20,4125,4125.0,42,0,4110,4110,4110,4110,4125,4083,False
5,sep,cot1,4130,4130.0,0,20,4130,4130.0,0,20,4125,4125.0,0,0,4110,4110,4110,4110,4125,4125,False
5,sep,cot2,4130,4130.0,0,20,4130,4130.0,0,20,4125,4125.0,0,0,4110,4110,4110,4110,4125,4125,False
5,sep,cot3,4130,4130.0,2,20,4130,4130.0,0,20,4125,4125.0,0,0,4110,4108,4110,4110,4125,4125,False
5,octfirst,base_blanks,3239,3239.0,0,13,3239,3239.0,0,13,3221,3221.0,0,0,3226,3226,3226,3226,3221,3221,False
5,octfirst,base_json,3239,3239.0,0,13,3239,3239.0,0,13,3221,3221.0,0,0,3226,3226,3226,3226,3221,3221,False
5,octfirst,persona1,3239,3239.0,0,13,3239,3239.0,0,13,3221,3221.0,65,0,3226,3226,3226,3226,3221,3156,False
5,octfirst,persona2,3239,3239.0,0,13,3239,3239.0,0,13,3221,3221.0,244,0,3226,3226,3226,3226,3221,2977,False
5,octfirst,persona3,3239,3239.0,0,13,3239,3239.0,0,13,3221,3221.0,278,0,3226,3226,3226,3226,3221,2943,False
5,octfirst,persona4,3239,3239.0,0,13,3239,3239.0,0,13,3221,3221.0,36,0,3226,3226,3226,3226,3221,3185,False
5,octfirst,cot1,3239,3239.0,0,13,3239,3239.0,0,13,3221,3221.0,0,0,3226,3226,3226,3226,3221,3221,False
5,octfirst,cot2,3239,3239.0,0,13,3239,3239.0,0,13,3221,3221.0,0,0,3226,3226,3226,3226,3221,3221,False
5,octfirst,cot3,3239,3239.0,1,13,3239,3239.0,0,13,3221,3221.0,0,0,3226,3225,3226,3226,3221,3221,False
5,octsecond,base_blanks,3239,3239.0,0,28,3239,3239.0,0,28,3221,3221.0,0,0,3211,3211,3211,3211,3221,3221,False
5,octsecond,base_json,3239,3239.0,0,28,3239,3239.0,0,28,3221,3221.0,1,0,3211,3211,3211,3211,3221,3220,False
5,octsecond,persona1,3239,3239.0,0,28,3239,3239.0,0,28,3221,3221.0,62,0,3211,3211,3211,3211,3221,3159,False
5,octsecond,persona2,3239,3239.0,0,28,3239,3239.0,0,28,3221,3221.0,217,0,3211,3211,3211,3211,3221,3004,False
5,octsecond,persona3,3239,3239.0,0,28,3239,3239.0,0,28,3221,3221.0,236,0,3211,3211,3211,3211,3221,2985,False
5,octsecond,persona4,3239,3239.0,0,28,3239,3239.0,0,28,3221,3221.0,48,0,3211,3211,3211,3211,3221,3173,False
5,octsecond,cot1,3239,3239.0,0,28,3239,3239.0,0,28,3221,3221.0,0,0,3211,3211,3211,3211,3221,3221,False
5,octsecond,cot2,3239,3239.0,0,28,3239,3239.0,0,28,3221,3221.0,0,0,3211,3211,3211,3211,3221,3221,False
5,octsecond,cot3,3239,3239.0,2,28,3239,3239.0,0,28,3221,3221.0,0,0,3211,3209,3211,3211,3221,3221,False
5,nov,base_blanks,5264,5264.0,0,0,5254,5254.0,0,11,5264,5264.0,0,0,5264,5264,5243,5243,5264,5264,False
5,nov,base_json,5264,5264.0,0,0,5254,5254.0,0,11,5264,5264.0,5,0,5264,5264,5243,5243,5264,5259,False
5,nov,persona1,5264,5264.0,0,0,5254,5254.0,0,11,5264,5264.0,133,0,5264,5264,5243,5243,5264,5131,False
5,nov,persona2,5264,5264.0,0,0,5254,5254.0,0,11,5264,5264.0,390,0,5264,5264,5243,5243,5264,4874,False
5,nov,persona3,5264,5264.0,0,0,5254,5254.0,0,11,5264,5264.0,470,0,5264,5264,5243,5243,5264,4794,False
5,nov,persona4,5264,5264.0,0,0,5254,5254.0,0,11,5264,5264.0,79,0,5264,5264,5243,5243,5264,5185,False
5,nov,cot1,5264,5264.0,0,0,5254,5254.0,0,11,5264,5264.0,0,0,5264,5264,5243,5243,5264,5264,False
5,nov,cot2,5264,5264.0,0,0,5254,5254.0,0,11,5264,5264.0,0,0,5264,5264,5243,5243,5264,5264,False
5,nov,cot3,5264,5264.0,1,0,5254,5254.0,0,11,5264,5264.0,1,0,5264,5263,5243,5243,5264,5263,False
5,dec,base_blanks,3834,3834.0,0,0,3856,3856.0,0,30,3834,3834.0,0,0,3834,3834,3826,3826,3834,3834,False
5,dec,base_json,3834,3834.0,0,0,3856,3856.0,0,30,3834,3834.0,0,0,3834,3834,3826,3826,3834,3834,False
5,dec,persona1,3834,3834.0,0,0,3856,3856.0,0,30,3834,3834.0,39,0,3834,3834,3826,3826,3834,3795,False
5,dec,persona2,3834,3834.0,0,0,3856,3856.0,0,30,3834,3834.0,196,0,3834,3834,3826,3826,3834,3638,False
5,dec,persona3,3834,3834.0,0,0,3856,3856.0,0,30,3834,3834.0,211,0,3834,3834,3826,3826,3834,3623,False
5,dec,persona4,3834,3834.0,0,0,3856,3856.0,0,30,3834,3834.0,31,0,3834,3834,3826,3826,3834,3803,False
5,dec,cot1,3834,3834.0,0,0,3856,3856.0,0,30,3834,3834.0,0,0,3834,3834,3826,3826,3834,3834,False
5,dec,cot2,3834,3834.0,0,0,3856,3856.0,0,30,3834,3834.0,0,0,3834,3834,3826,3826,3834,3834,False
5,dec,cot3,3834,3834.0,1,0,3856,3856.0,0,30,3834,3834.0,0,0,3834,3833,3826,3826,3834,3834,False
